	Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
Time	3.0793439817155	0.491094736840313	0.269859142584963	0.365699550775109	0.231687714110373	0.349008195393005	0.112614288729366	0.250112994736935	0.335829358554165	0.13910263212489	0.500758588032745	0.077253772125097	0.125716266580921	0.175499202513262	0.289961192397782	0.255154086765839	0.0305875489071035	0.140189994110068	0.132174156670739	0.241237501991569	0.148659447654757	0.195610872126105	0.118403128348743	0.111118181218072	0.0817201402458041	0.347363451856774	0.150840663737094	0.057473381284459	0.101218908545098	0.0872994281878388	0.207572877431194	0.201705561478719	0.0356049592336873	0.124627606299579	0.0598822845477702	0.105662886851709	0.105571842355913	0.123892857869582	0.01617063522108	0.197769291129885	0.168540430965359	0.288243669453639	0.100869572769596	0.0940238892310079	0.0943764265836666	0.193110032665535	0.394215668704796	0.0346007003465179	0.122955128222237	0.030193827242309	0.149402060612401	0.0455497966385821	0.127516994644436	-0.0448510074554944	0.392310899534143	0.191424035065287	0.0379804961361687	0.198631810242835	0.150879376021209	0.168631337902396	0.239705108179145	0.118169074649715	0.250757381505347	0.118205863990643	0.0264826157575024	0.233703845620572	0.209187578731893	0.0051209515427395	0.00641241090516598	0.17530404078971	0.226733971488257	0.170957937298273	0.218228145909044	0.086146949653866	0.300193001776274	0.241883502254019	-0.0174665710135464	0.0802442930220719	0.0591153790147692	0.0835863478763752	-0.043386470569458	-0.0333087511256114	0.299880176687036	0.393658521235535	0.256915125370416	0.144076214894207	0.075529754033492	0.0922871161507448	0.161193518813739	0.0636695657823294	0.129858941601305	0.0221961555679613	0.0315824930715758	-0.0335708876342782	0.126853615645421	0.380095198282233	0.0668404311118165	-0.00977816320763836	0.124295752311742	0.162964857655587	0.146200283232893
G1	0.422254093780118	4.08860702026425	0.351696216310731	0.296777246181668	0.377111066044325	0.427341316107634	0.151793595234647	0.116887120535219	0.439582972475883	0.0563520371385549	0.0639706279366177	0.118606905135536	0.0477041769344702	0.174920853329802	0.163410389212071	0.140203693561099	-0.00627796019821591	0.0811403599489369	0.115207644321647	0.226739060011322	-0.0119279536671755	0.20893689594472	0.0902272513299263	0.0196688121716058	0.172596685051709	0.143345662371642	0.0318120629965213	0.0420171343622959	0.137547248326706	0.313685182362498	0.0784557193388569	0.173225209300157	0.111815621767395	0.117323462471312	0.117328763634645	0.135584832778003	0.122390219316106	0.0891455811056261	0.138548237817176	0.0912179943916316	0.248890712674595	0.133656102107281	0.176015646031482	0.125338784517679	0.0550559595900735	0.0947174484998499	0.185486910015148	0.0865930752164594	0.0270468245343523	-0.0164148799849508	0.201452452057493	0.112045271593592	0.0608068224243796	0.00103178331439668	0.158345079567561	0.150376085348383	0.0206501557046819	0.0790293652219427	0.156801226809277	0.0867684443784871	0.230530494897624	0.0437897318373395	0.198506517592793	0.0778144801579028	0.0316297353581563	0.0687734131767739	0.147282645246392	0.091432277500342	0.111275370449689	0.133668310323658	0.10380985812428	0.05287262949129	0.189317596892623	0.0685095051690521	0.175609067374004	0.105198190235321	-0.0865319577066082	-0.0609123697449023	0.0513188648499296	0.0824245296411776	0.0703685437527941	0.166460362703089	0.145650373299569	0.384664041324129	0.594862842614881	0.136801328578756	0.0119928701953871	0.122650574537784	0.158143089725828	0.0729041036051656	0.0494745986517717	-0.0635792882649451	0.0118026903865838	-0.0696111046494066	0.171520451129031	0.165952997804148	0.0713951579784364	0.157688664135259	0.256469106697704	0.100363727512538	-0.00254602153209671
G2	0.31158522047386	0.351696216310734	4.08860702026425	0.158898746122046	0.297130428170286	0.183400035186018	0.077911978582283	0.0379728847346605	0.316196923269246	0.0952230636160118	0.144151957060595	-0.0300895176637557	0.054531554812506	0.0331462940974365	0.0897353705765349	0.137869018825072	-0.0992672189888113	0.0691345019068716	0.0755157197542404	0.011502546207411	0.00452976591594023	0.232067038189222	-0.0672208828020482	0.0329812584211941	0.271501132965629	0.131757115239308	-0.0290365485675386	0.0729472104056343	0.12236343968334	0.0628925169926795	-0.0784214134252954	0.348525231451894	-0.00166410499799152	0.0848813739420269	0.00468192689909586	0.0319989464391277	0.0169523128885674	-0.0025982660333348	-0.036910721865258	0.0531955252382641	0.138057655380757	0.116720613030589	0.09364881046272	0.0622713565864164	0.0263839177445506	0.0349609229903232	0.103068822490232	0.00264999349732076	-0.0157004678545869	-0.0186065427165003	0.141956112355436	0.101583239225588	0.0268739641507869	0.120999725755914	0.0673942306871362	0.145742669833067	0.0166153700362788	0.0293856823380212	0.0824257444914958	0.0582429880306643	0.0426226362153015	0.166173850009375	0.218559837464874	0.168302836024628	0.283150701060851	0.105866386128987	0.0773806813636373	0.0486849271795391	0.105671542561173	0.25864345927028	0.193492927597598	0.269881078730745	0.0714255033109641	0.0614666678285625	0.15970331548418	0.0727629944121198	-0.0523153732631974	0.0373357881397336	0.129350921877962	0.0365152754060407	0.234067075932525	-0.0436170734516894	0.140841851042357	0.197380003423482	0.163002204497589	0.0342084691711051	0.129027271573912	-0.0182839579216862	0.096257126154712	0.0824888765617313	0.0809004918235576	0.0832111981000443	0.030273851371267	0.0502698012443483	0.0364151436708244	0.239203066696486	0.0722580123693621	0.0267479077616812	0.0322244465029327	0.195297477509423	-0.020014275292314
G3	0.364902623687715	0.296777246181674	0.158898746122045	4.08860702026425	0.311613220674978	0.258314390857601	0.0416318227130059	0.194504643186526	0.256111546292568	0.0613627029962229	0.210101498465534	0.0963834944320698	0.104473013548345	0.0894870607131537	0.280956363399097	0.0750153143997316	0.0666028451876688	-0.0258109374166775	0.212256185005741	0.171198676881246	0.033330981290379	0.130437083345362	0.0328275980200621	0.188760136622107	0.108380522885791	0.15251786111536	0.0982290784319675	0.0062604351188611	0.144519997175168	0.24038136770645	0.00729047875512823	0.108973718140233	0.17604916205001	0.0557272193076273	0.177214725039191	0.0527636545498913	0.187598891492626	0.124502633458199	0.0109006057040535	0.0973425586664547	0.122369634522586	0.0873205348050456	0.0574718906416338	0.138602591940661	0.0281323714297139	0.0599788680217292	0.236007755259844	0.131415422263081	0.164920393006186	0.114124538615608	0.264078019023909	-0.0289057102858203	0.0627240297470921	0.0283697388978226	0.250011191782334	0.206237680030568	0.0464088964552767	0.149919952611961	0.251989145631303	0.0306937006613195	0.163105805664134	0.0923556209832368	0.0991852007972645	0.0946922596259325	0.0166322260051563	0.116537229612888	0.176406920570289	0.156727276174779	0.0387306639324789	0.0452672512013246	0.184558551531384	0.180808141266939	0.232304723973241	0.0500450861314166	0.131967279395644	0.0819577296087823	-0.0357979440897971	0.0997533312327574	-0.0156796632088572	0.00582162365078709	0.0282121743035813	-0.0129217982370564	0.107059182998608	0.334001567513629	0.280392588720543	0.147571840390833	0.0881881072337398	0.0770248351252025	0.136835481834114	-0.0343031985127968	0.00951838811752914	0.0350958664723864	0.0147376233850576	0.0746540704761252	0.135641853003439	0.133948520763587	0.165134573694308	0.188127888137222	0.0645560266405028	0.083328050939345	0.127405749354096
G4	0.205832829327547	0.37711106604432	0.297130428170286	0.311613220674979	4.08860702026425	0.378439826231133	0.130659908737145	0.17052809665244	0.523741337549243	0.139229208413216	0.0635838600819696	0.00394479684297355	0.023209407752125	0.1373937033187	0.132683528806003	0.165154508087308	0.0176366061659694	0.0909679541851984	0.231015604408142	0.179486286410873	0.029239467015036	0.430455762623049	0.0335652066403451	0.213688026644006	0.347541335928465	0.220831971802768	0.0726871092063934	0.0723007429298264	0.152422672765965	0.256923505218165	-0.0306374310900566	0.112082114797984	0.0789064051738837	0.164129154359999	0.110418194537361	0.0335102635215874	0.169674171645854	0.0757333320592304	0.123904167880409	0.132393753513139	0.262045596404715	0.025875868642923	0.0395363828924067	0.254121237275424	0.156652295911183	0.0305906447306024	0.256770995553068	0.0559919654584728	0.143574201508422	0.05036736377878	0.244404091364899	0.086390943779425	0.035736361157646	0.0257821023464313	0.210743443919438	0.154420220911323	0.120359311310212	0.137713385401054	0.16347765643247	0.0814442744666302	0.0943512993231641	0.0477453811646917	0.122042259584696	0.221771351318383	0.064480408121633	0.157122616840558	0.084711391906378	0.0352094649781121	0.167612623114784	0.315320756137532	0.242458985052866	0.144348198424618	0.118370922970834	0.149699266456934	0.308639058125448	0.128060295480477	-0.0287043613476694	0.0697808085250973	0.125087979557438	0.0657585889777028	-0.029431695430608	-0.0433894022035224	0.255040305067474	0.315258676036701	0.579269348874341	0.213462798380863	0.140933208140438	0.102687721514411	0.0838135565906564	0.0239890125105884	0.126571855626438	-0.0176769802951569	0.037836014794574	-0.0436791509969883	0.207649105424506	0.412536396173718	0.0706230113547335	0.184075025511556	0.0485534993337318	0.0967201375288091	0.0656711433896309
G5	0.342341273778799	0.427341316107636	0.18340003518602	0.258314390857602	0.378439826231132	4.08860702026425	0.109955282208697	0.0115743586264667	0.316614288963344	0.0518979323913582	0.150190126320976	0.103885083201172	0.0509656477379723	0.183624913567898	0.0981178766668034	0.0648523501712504	-0.0559892125954313	-0.00659689174614631	0.0845880676861004	0.154062820518722	0.0290928643912682	0.229785276208386	0.0851415214661309	0.151785872323418	0.141128888431592	0.130152851329685	-0.0224115504631985	0.0635806513434511	0.121955601678732	0.147369205156605	-0.0255227788617374	0.117124602659872	0.0160200205876029	0.0673623897551581	0.0019013175828011	-0.0139284516606066	0.134430724384914	0.062119897036605	-0.0754337138387902	-0.0223345346283059	0.124245305143431	0.034548226593536	0.176186581608302	0.0166087945432576	0.0893649549517228	0.0370119365869241	0.107059215456692	0.146371098544209	0.0221873081326533	0.0862933722353008	0.303479525143855	0.0455553185719353	0.0338941009031783	0.122631568567034	0.301321861751509	0.0472562716670186	0.049644376071198	0.116539123653039	0.0642943230165196	0.157516598189622	0.0498955410287074	-0.057494751654068	0.0446564435780825	-0.00404327816378203	0.147502159730389	0.0651363111377208	-0.0429577597601165	0.057851595072691	0.0341897188533729	0.145954758550398	0.208565534517264	0.0640279998770117	0.216529293423044	-0.0784408001004255	0.10490474441295	0.072146158958434	0.104927512438235	0.127204519361487	0.0712201336343092	0.0533127887732325	-0.0355078155093098	-0.0445812802627685	0.101579711130718	0.223085405685373	0.287202879681047	0.17145037795634	0.0787202104732154	0.0353364516512427	0.0364813011507099	0.0955495481700783	0.0351013500504003	-0.0120421791552454	0.00246359199499935	-0.00783410915190696	0.195301847325195	0.160244850178631	0.15572184889199	-0.0539170888541429	0.101155844661729	0.1139779432962	-0.00398237138150659
G6	0.105997452437791	0.151793595234651	0.0779119785822813	0.0416318227129988	0.130659908737145	0.109955282208695	4.08860702026425	0.169853284723986	0.14114141846832	-0.0151955829599162	0.0751327348709161	0.0478127559580024	0.0466227147350509	-0.0159794814844467	0.147384053723695	0.0977011144133693	-0.0068823272247176	0.0430417872834168	0.0871660463463595	0.0418115048733636	0.0149155537090842	0.0101271135784895	0.14561550524072	0.057644062207733	0.273727826210468	0.167961692299909	0.0360761585623575	0.00148058233102244	0.0277279517510491	0.0791306634461266	0.0733256570037693	-0.0387018122371892	0.0643278878225226	0.0274732224936889	0.0533197956953249	0.0124529259290709	0.0627688419006578	0.0839674148313874	0.145690156879978	0.295935838147683	0.0832682995666012	0.0855052073770812	0.278588571333452	0.10653766603835	0.237439506256408	0.187034038115063	0.0599305464738267	0.120100523932456	0.27479368882982	0.131895415118549	0.045350633472613	0.0677777847375856	0.0774905113871762	0.0954585618306618	0.164664001359334	-0.0219037159785467	0.0741792029026582	0.127497556167673	0.0883888642420239	0.0542432409099938	0.21573580201885	0.0902942367914603	0.0318924624130101	0.0750900442155942	0.0937552767890635	0.0580097298307471	0.01978898159288	0.127002021517618	0.089559819757854	0.149341530452769	0.18319262580483	0.0590871234890491	0.102494658446949	0.175895433812197	0.0634968934630598	0.0329925521168901	0.143712857045151	0.0500668745606498	0.190277727974794	0.188036813497356	0.046958101190663	-0.0214606368160517	-0.0255568574901934	0.0141941151501621	0.237814824340549	0.0652384667157246	0.0494888341587858	0.0382557058082194	0.0415308112851882	0.0321083368213717	0.0743980183872219	0.0359849377035273	-0.0356715803653165	0.0210288290408638	0.148073270119725	0.0513483431203881	-0.0431969581083145	0.0219287193455919	-0.0926697288051166	0.0179777256464426	-0.0912671666269791
G7	0.253451421910306	0.116887120535225	0.0379728847346632	0.194504643186528	0.170528096652439	0.0115743586264649	0.169853284723988	4.08860702026425	0.169331565635924	0.196353963186172	0.276893484474344	0.132954404324167	0.184592257108125	0.106950883699129	0.165809860371936	0.339169561520328	-0.035989600438743	0.163323087733576	0.198742513865207	0.0783818721031171	0.208163766298543	0.185036601857761	0.0883528012692754	0.267963546372326	0.271505984147709	0.320079863457457	0.104513844980199	0.0749464727962526	0.126064608690398	0.235420662018194	0.208758368266625	0.0515808827803044	0.139575838749984	0.0371750225018301	0.136864620502665	-0.00291141599164924	0.0805403343795676	0.0854269562821646	0.204296543350766	0.193006174153499	0.236618064911986	0.0879808163866249	0.161504856282276	0.255835448119456	0.116222188249727	0.167899199712331	0.12404471332358	0.12894499974892	0.332597807761378	-0.0070413106359215	0.158462131177101	0.101634925371265	0.0850932979116594	0.168654459320642	0.029583671147277	0.253473022424571	0.0144821459664444	0.217642292194809	0.273992805023656	0.177071592155746	0.309797501858278	0.266533475458541	0.123846545160517	0.149621676733271	0.0456920659923714	0.130895562068632	0.0859005971496698	0.0410978720913846	0.156722999948271	0.150355195167071	0.196419338604096	0.0692722944507764	0.180712172533325	0.243386422026568	0.184123989154196	0.293247976598321	-0.00630581446368961	-0.0354095205703508	0.0614072275422073	0.0498174638774174	-0.0137994139976865	-0.0251086530338993	0.172786093070593	0.181446250968979	0.219586051718554	0.0918865514313243	0.0869848144403544	0.0778010777264404	0.196531584738486	0.0183803523888404	0.174391231067361	0.0539062993445949	0.0861945136563484	-0.0393262997936805	0.250913297328787	0.219031128980626	0.103031903786428	0.19919969354293	-0.0446710922003524	0.291632226566563	0.115684119161331
G8	0.303629922298266	0.439582972475883	0.316196923269247	0.256111546292567	0.523741337549246	0.316614288963344	0.141141418468319	0.169331565635925	4.08860702026425	0.122021603966276	0.140354304686815	0.115716954843453	0.0211656918288803	0.0019272655697371	0.022418889794845	0.12863745740056	0.0403164278109136	0.067700674506832	0.0829034096073951	0.12169007882741	-0.0075862525478616	0.254110977956329	0.0382620975508807	0.114865194751532	0.0937009937960998	0.187520996315311	0.079721704340904	0.0686464511572273	0.173797808461659	0.207954869265369	0.070344447084727	0.310034889478624	0.0254681182195755	0.144563413941333	0.122841931343833	0.0313267018865719	0.166924353699494	-0.00779543316357856	-0.0224190208123147	0.0742568411167923	0.0554793762939871	0.0862320737425915	0.0335526090978266	0.0964759815653435	0.135983414247791	0.0030747309005994	0.18813384884357	0.0632236487402498	0.15594174359271	0.078778431971716	0.101382800235455	0.0556924285967035	-0.0279972114538944	0.0592844371034342	0.0584225078601408	0.177422202575171	0.0295930609730153	0.0892031296046421	0.0694085697599576	0.0675246556699358	0.111159729410368	0.121296815051554	0.133759474252921	0.094744340539763	0.0361814598101109	0.115486319288967	0.0521721431725792	-0.00739591086484026	0.0515660110500038	0.157697499426787	0.195668173511547	0.0304299400090242	0.120744878862929	0.173628450795567	0.129179383597752	0.149416419476299	0.0323751699063912	0.0260561171392251	0.0387630344165206	0.063274683839226	-0.00244436622332067	0.0392900748675613	0.0771058300250562	0.364327914066902	0.350075842118938	0.220670484419374	0.0995541207538118	0.0204919171993971	-0.00382371233725642	0.000968510346000429	0.108126983474985	0.1110067263541	-0.0619610241821187	-0.0261901793379904	0.0573733162065153	0.214825608280044	0.0995295681894746	0.0646984618316875	0.169652655071069	0.0271675460800527	0.056976394819638
G9	0.176981593592677	0.0563520371385549	0.0952230636160118	0.061362702996222	0.139229208413222	0.0518979323913609	-0.0151955829599171	0.196353963186167	0.122021603966271	4.08860702026425	-0.0115805517684775	-0.094959540896836	0.00738258031686545	0.110040766010332	0.166026232348241	0.00287963641243749	0.0096577706709553	-0.0219110549777124	0.00686595367197551	0.00615748955624884	0.0554463342296838	0.0535184955988255	0.0404352715078247	0.0530398074276395	0.124451791549402	0.0653133202199792	0.0840744027344327	0.136823624416937	0.0488048366508327	0.135482883235113	0.00535228287042511	0.0259554264525308	0.0701495285393667	0.162154484260179	0.16677490262914	0.177048710869739	0.0369083481228945	0.0306576447763547	0.0162753242417866	0.0268958992706878	0.0158808629338845	0.136791003227981	-0.00245433443193654	0.0255791579039544	0.0529033445625897	-0.0216718869546622	0.195334705625223	0.0218173513848923	0.0747149651283836	0.0526685403560476	0.105723024154182	-0.00150328612361417	0.108565689654349	0.0935178255880844	0.0944056532513686	0.055186231352609	0.00645044498270497	0.0716853577179304	0.0582684657678527	0.0770975525095317	0.0803391315852924	0.0830637889689205	0.17424853746841	0.169740572824226	0.0258615324310059	0.110810097016626	0.00510997670090774	-0.0225139338214557	0.053118387027987	0.0813013830952851	0.0426524737704925	0.0387839130603842	0.058416292554897	-0.00165856298881195	0.120584063584448	0.00147608846321567	0.0576080964637837	0.0183641525587168	0.0726951178050896	0.0895622258622977	0.0584591673615025	-0.0132712875899381	0.144054216882848	0.148520610950746	0.161502217470825	0.1442511937506	-0.0404576022234417	0.0544791792455817	0.149713287061127	0.0250780684101208	-0.043423019490711	0.0431927185957663	0.0341427682906152	0.0166581139660478	-0.00996888057467693	0.0773296319621384	0.0964824829136672	0.0282476910059763	0.000563957433024953	0.0229932326640228	0.131742043035865
