	Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
Time	3.0793439817155	0.201136555973724	0.0500278079543675	-0.0439566797394253	0.0937554953264241	0.122795287279042	0.338904145776525	0.0887691550208132	0.327217164573013	0.1307323582531	0.0930832376411024	0.233944350370807	0.366580611600561	0.260483307019822	0.136659467535418	0.200988629514188	0.0509454283370419	0.0948322688450416	0.14629822625186	0.534912684975767	0.446412352678173	0.102156019763512	0.0706006497621541	0.119412773832901	0.326517761195174	0.256552854857776	0.402235847252969	0.133782895066688	0.232363176610384	0.589227273911458	0.464929555402061	0.0290245391221307	0.56239655310828	0.752313047294941	0.0647157146327357	0.140538617286577	0.69917859646658	0.711821799960419	0.2050479018653	0.0140788569793404	0.0251690282914918	0.102057074527138	-0.0556690654959722	0.156977728015589	0.151607479248612	-0.0414776830994068	0.1931709284356	-0.0472472268118631	0.0219037343399116	0.0905443422381618	0.22354927939454	0.24745722538133	0.241249808594254	0.607644131875609	0.239981243665246	0.104773704296623	0.110771606050957	0.112158710295387	-0.0433197591049694	0.06577945200066	0.144010974529557	0.144489142250974	0.109733975858788	-0.0268054281816701	0.145419775823364	0.00134963549384715	0.0573303204561864	0.143547267067728	0.538187363392702	0.0775980562989602	0.0899522710558429	0.0608953900063121	0.0386441812443605	-0.0123500020691409	0.0276141124549651	0.224073784784616	-0.0858807012282785	0.0451147961030935	0.401215189461329	0.0389378300714807	0.12822442138741	-0.0289761279294547	0.0306341824758078	0.151681022604846	-0.00437144216321972	0.111977167255875	0.139206788991746	0.257511183861522	0.358962324645661	0.445838885327177	0.122938129217256	0.154293549955725	0.0341030544674243	0.0543247011843695	-0.0399368265312621	0.00733684565520942	0.0795144048183429	0.059947226109581	0.153547237027601	0.0156246420521935	0.111674663512752
G1	0.166094851463866	4.08860702026425	0.16507941361968	-0.144019962102127	0.223296965254383	0.0965433940464973	0.290360739883864	-0.00998158204994315	0.181033476940622	0.0735966313314282	0.0592192775819171	0.124682364216196	0.00435477761755809	0.00164519328853618	0.00926957133187312	0.129041085952295	0.0554181917513619	-0.011267777180116	0.317922568525031	-0.00941129716261013	0.294223730506012	-0.0336456901222926	0.0664065218699035	-0.11081313973576	0.229892108937448	0.0651363196908088	0.110197315676662	0.044856923388517	0.0100743711509237	0.021934265234715	0.0808480725661882	0.153241510980036	0.0969142312179612	0.0525243217195648	0.0847265624684566	0.0532500172620001	0.231318723289576	0.18239334110087	0.0619006404099389	0.154617367580594	0.144611266020376	0.105443443634576	-0.0427336240735974	0.0182062902082292	0.162346544058498	0.0162078635238316	0.126822974442569	0.132084354304261	0.0122800907302398	0.00767427588800018	0.006831296185144	0.0254369390471973	0.0943665837493004	0.0828116668682881	0.0755923578195539	0.0367701021118485	-0.0333754509602482	-0.0395433296645002	0.0619858076471775	0.121411603997974	0.123230684342952	0.0651749415529626	0.2329525660915	-0.056752885079284	0.0575909594713613	0.104149797495991	-0.0707464383525798	0.0658139304123369	0.0224894127649007	0.0395510718539835	-0.00962750471153928	0.146695621740958	-0.0313175659148701	-0.0253453838084869	0.0377612723726921	0.100267227234491	0.0233158722178208	0.12161108483929	0.188715787795779	0.0219505530147037	0.0535579305796574	-0.0124771322365813	0.0184070568440484	0.00742178555176043	0.0526038554196369	0.134158630371158	0.0836035019554373	0.172654746071892	0.0821909481503331	0.225996447969834	0.0862259133709351	0.216286432912958	0.0204233378816756	-0.0253610283476231	0.0774738692561536	0.0136044942237401	-0.0162157589705174	0.0668325445667088	-0.00335924194894854	0.051582447829766	0.119350900395551
G2	0.0580423088056961	0.16507941361968	4.08860702026425	-0.0401775726072575	0.153679826081242	0.185697047141041	0.207746106762562	0.0978748630978101	0.373311885015398	0.0683195473574916	0.0662343125377829	-0.00782809178953059	0.0549979947711945	0.177277084482387	-0.0239679354939399	0.0341152393035653	-0.0365002159038097	0.0402236777413565	0.0711010608950513	0.0489763727445274	0.217828055010316	0.0350214317235302	0.0643003296094422	-0.0575636429869979	0.159008572950794	0.11828676231393	0.0685810572748702	0.000518955877869764	0.0320446457523689	0.0769369711514551	0.0301197881935584	-0.021183818998245	0.126892165091666	0.0570496879023219	0.146040614450436	0.205030787254429	0.0547617078449294	0.0438950268696425	-0.0180614607163898	-0.017358319702514	0.10433979302792	0.0813682657339569	0.0536883545310616	0.319306551467392	0.147602226989236	0.0803821435373919	0.076834241522346	0.0195802329539143	0.0371833706589664	0.113270494211554	0.0685999436872624	0.0785547301792828	0.0102024651484252	0.119753337926808	0.0799234036448144	0.206435033494553	0.121885843036841	0.100993594123095	0.09951322237713	0.0550716882143814	0.151301188971993	0.0407860178902633	0.0925995634082541	0.0406098009556839	0.00261802197204553	0.00594539942263861	0.060460106771151	-0.0817255088202415	0.0151904603682791	0.167227523644449	0.0947619692892872	0.044801310218352	0.180764695348357	0.0516011570345416	-0.113722846031908	0.202844645619095	0.0214202958241199	0.121216186515273	0.174226859624312	-0.00215740926844621	0.0897254954474294	0.116587856043664	0.0399191158088321	0.179795126482889	-0.0444439065125994	0.134563304714189	0.148238254398082	0.321781196757389	0.123609842361479	0.0790406268860524	0.116160739071796	0.0814834762529024	0.0687923038600333	0.0395265034076315	0.00336695901046102	0.100134029193345	0.138025605782534	0.00777569375648746	0.136895318090623	-0.0120867028077409	0.114417808398411
G3	-0.0519510660157065	-0.144019962102126	-0.0401202002607279	4.08860702026425	-0.0597883951477103	0.0319729180440609	-0.0207532001470225	-0.0365181863919863	-0.0835372558212795	0.0744108642971808	0.00190197122462088	-0.0288283254262796	-0.0411027830675472	0.00277090476474839	-0.0494875984808054	0.0383253977444156	0.00958365326156851	0.0788838073188458	-0.0325442504371436	-0.0760481750394515	-0.0956382975311572	-0.0626833505148818	-0.0353134249222853	0.0498138808810236	-0.126337520741902	-0.0617482185184901	-0.0939352517056236	0.0824698913149238	-0.0391446033479204	-0.0310501644031014	-0.0785755143555678	0.045151507362541	-0.00923298145058293	-0.0908164296540157	0.0985306215420811	-0.0423651073903608	0.0423360398410146	-0.0635215325912135	0.00654543004299324	0.0597187615505925	0.0298296319841	0.056077461374219	-0.00836805246156924	0.0643750985343887	0.00202239229998646	0.0210674483365221	0.0894783934693022	-0.0697754291164534	-0.096790500470548	0.00700304978665489	-0.000600165608015679	0.00108302813885786	-0.0738096818867318	-0.0991166328512305	-0.0147999764366595	-0.0284084105574456	0.0826144633187029	0.0274915448010704	0.0105012846646044	-0.0723510065065618	-0.0640521338704607	-0.000654366381683147	-0.0136426107609378	-0.02971004930688	-0.0219120715676766	0.0369429749033037	0.0282787150397166	0.0109950310798981	-0.0118222916454513	0.0425646719218395	-0.0302646631949948	0.115379771696961	-0.0177200638303328	0.0253585418423992	-0.0820659644556772	-0.11055007831626	-0.0345527889508475	-0.0231364400387593	0.0266706640068382	0.0286389181092837	0.0880824517052741	-0.0174220579156108	-0.0362043275857786	-0.0446206236055993	0.111526482199999	-0.0533053265657415	-0.0170442856348885	-0.0629078040730633	0.0111818726236219	0.0154591190663886	-0.00925595530806333	0.0436754212362587	-0.0229605125511263	0.0190539358542878	-0.0360955874298936	0.0359599002702833	0.0382245480019234	0.0352743269387723	-0.0179037236480095	0.00508938407340764	-0.0509218324772442
G4	0.122694016559494	0.223296965254383	0.153679826081238	-0.0597883951477103	4.08860702026425	0.230063372524729	0.373233444777676	0.062971623589938	0.345042536109587	0.0578869292928301	0.0555730401812697	0.115416109007294	0.062480040087765	0.117338296922876	0.119237694210105	0.0637287289427713	0.0593916450110505	0.0198138702583872	0.182071058096425	-0.00640135925131702	0.245136813363437	0.0268202419630246	0.167765546542842	0.029521729972501	0.312345343132096	0.21495284112801	0.120564428817893	0.144482712410594	-0.0446272717093654	0.149023662810837	0.166420102006026	0.0909292760541422	0.0250587062463801	0.0570188352999361	0.0917977863365964	0.24485370582978	0.0635226814147867	0.153163444444957	0.0412064567196282	0.0857344195567817	0.125552059167687	0.100719940745013	0.0162401662600544	0.222256600323342	0.269013749388214	0.0745988543765517	0.134041713968777	-0.0605503109285159	-0.00272434392489806	-0.00515403869996334	-0.00931756910861026	0.0919726213151177	0.0168440129244338	0.0216979489593845	0.0912396381627136	0.0937974753656716	0.11950182849951	0.213843485510391	-0.00585945813086131	0.148757482371664	0.169813279560353	-0.0169432087644594	0.16721034357017	-0.0247532585127228	0.0139912929625208	0.109280421222425	0.0334127428189852	-0.0105152615698083	0.0137354602161759	0.162448124249886	-0.0409106296788853	0.13176170243158	0.149608642085612	-0.0240390667533061	0.0737991716824951	0.294193480604653	-0.0592544720099273	-0.02056846660708	0.0911809804049604	0.128383981583268	0.123229400160307	0.0436433114275285	-0.0452706894147674	0.162918782314451	0.0963642842845287	0.218406789368609	0.15683968467279	0.242038004641446	0.110264040373876	0.368821231622939	0.198280808399723	0.127451046736515	0.0795054392543371	0.0685131813971465	0.0241126347439957	0.180465983495581	0.0768113642413084	-0.00119699309944021	0.223055720525069	0.00761347921734501	-0.0176144941211529
G5	0.172867780428452	0.0965433940464919	0.185697047141036	0.0319729180440618	0.230063372524725	4.08860702026425	0.26281466742239	0.16607563487292	0.253965968573428	0.140985183435659	0.159601745975318	0.0013433722271694	0.0771862819202473	0.432034489742458	0.10093363212422	0.128044940875363	0.0524647653971719	0.0869938142514339	0.112984916116439	0.0745185685156793	0.213871084319104	0.0522620731075323	0.108924772310907	0.30994278492278	0.195785239384821	0.283540028811587	0.243606284915665	0.0918614441192371	0.07832032465131	0.187144722774838	0.00183166933631895	0.242723274313745	0.0809713714157105	-0.00100757940783414	0.182254219187905	0.0988275916169519	0.0902539284476678	0.0856181030735144	0.228693503857298	0.154458510482122	0.204800654800923	0.0343254046901809	0.0490619967668167	0.209547439512368	0.0791371330604349	0.0539579260827354	0.0790107791299954	0.0522443724262347	0.110799254483263	0.215555726252632	0.116541774567962	0.130645580178653	0.167224372194673	-0.0264441907485038	0.0231387690739959	0.244881312256926	0.204771112248698	0.109763452491828	0.0857267234404624	0.289651689236729	0.155644304415573	0.0749915074999752	0.202349110841911	0.00481909032900774	-0.0412893052688439	0.142305580529781	0.0839563123649398	-0.0973780591142539	0.099261810369641	0.0798804123605503	0.142215729243926	0.168229028546499	0.0815062926678412	0.142277579356119	0.0561913700549352	0.353016742022414	0.0378004657685338	0.188477711346816	0.182914279817869	0.170470455775266	0.210667373002449	-0.0437074311898984	0.0828440432774435	0.160751118716559	-0.0925670761259845	0.0943711263026135	0.0778754223511458	0.0771484078276545	0.0821921480203285	0.208019451330791	0.176899208441768	0.354447094198729	0.165454007558621	0.0422450606367555	0.0436485006967002	0.262684851816259	0.525854102507175	0.0219887079019259	0.156335499098748	0.0232204043661683	0.240678811912202
G6	0.280814300691387	0.290360739883866	0.207746106762564	-0.0207532001470208	0.373233444777674	0.26281466742239	4.08860702026425	0.0314679087920755	0.375538996013333	0.229057420542747	0.00591715379834845	0.0861285281542239	0.051563992262377	0.129198950314533	0.10357289943439	0.110393073482493	0.0771123544832104	0.0406064915206583	0.218707042691443	0.0059762158466059	0.316388815106412	-0.00443375323024053	0.225778060435121	0.0648336914506666	0.285553844544605	0.313833421003182	0.262090668484825	0.241114804857883	0.0652623606702916	0.352854784075339	0.0871908677704418	0.124303474384868	0.0837005931702848	0.0981972887355544	0.0684680916416767	0.184483564006365	0.0693384326270543	0.176488786538557	0.138303516789422	0.0754702406037913	-3.74000320491064e-05	0.0679700432832533	-0.000994030845379079	0.194701948479197	0.272065068628867	-0.0444180564568848	0.10520358707388	0.0701010572538632	0.0414474693699791	0.168598868424613	0.0893675953387154	0.104110941464888	0.0982769052703762	0.186272326089117	-0.0119317578077629	0.194370764371405	0.132994597348641	0.146793437378614	-0.0304779543952387	-0.00107094908735395	0.219529927327371	0.117437476893226	0.106662640693219	0.129138567003633	0.0297402182148669	0.0320362664428657	0.15699058755171	-0.0889416415213153	-0.0432138827944781	0.0211950517497437	0.0859031991229617	0.0924295452190167	-0.014916512091065	0.165485041378482	-0.0438266060871095	0.400517032923979	0.0256024750348249	0.0816073332297949	0.175825767718161	0.0468503721049665	0.16591960324996	-0.0432218105705626	0.045975954055363	0.102503789347264	-0.0909007684959944	0.227879170418738	0.272193950673888	0.198058246790758	0.189518658538935	0.59201212757814	0.139812771011826	0.247394068308742	0.0654427534293962	0.0781222877054901	-0.00685320488087804	0.206739026400238	0.125999960749279	0.0624009451269325	0.205260342651145	0.0416669887167309	0.0997828818431588
G7	0.107961351732361	-0.00998158204994315	0.0978748630978101	-0.0365181863919855	0.0629716235899389	0.166075634872922	0.0314679087920799	4.08860702026425	0.0938681907648551	0.0566713307168021	0.235298524991553	0.16063054918133	0.104103736471746	0.171185931132826	0.0465439130385974	0.0242233521672572	0.192018386235246	-0.0152260378245277	0.053161312638716	0.0395198272334181	0.148338035373956	0.00715654233080443	0.08377898544102	0.0716316993682442	0.0914891338229245	0.0395233539692041	0.188424497707349	0.0477432773695119	0.0257442675064539	0.0705660408393367	-0.016528831020592	0.170478056948393	0.0320509496866128	0.0531064085680395	0.0821027687502038	0.167288099766826	0.0901728810624709	0.0391280556763576	0.0513537340575869	-0.0146708980974095	-0.000964782722331137	-0.0242468606644826	0.251750775498375	0.0597251631556333	0.0142709291473739	0.0438433357653487	0.173838127804949	0.00357073474279268	0.0287021424091627	0.0932367616434284	-0.0174938131737417	-0.00785627948591117	-0.0100830937345755	0.0279769242406518	0.119458470775076	0.229996450811785	0.158578928379415	-0.01399522652755	-0.0308063214567129	-0.0512804873343056	0.138174359035638	0.210559828713865	0.105339366277359	-0.079456517333913	0.0843965145537835	-0.0654214958699511	0.0170666733723746	0.0390983141236809	0.00641450728148296	-0.0270676282829863	-0.0530587925096988	-0.03222230685751	-0.0248775938844954	-0.0310346054474149	0.00316025513959861	0.043623240868901	0.111769701236162	-0.0293879376531798	0.143521470174099	0.0988819239250276	0.169223654946988	0.144405012529072	0.000691196851794196	0.196147321143047	0.00166729209596816	0.0875770828374378	0.128613781752303	0.283806412209186	0.137675975013364	0.0402739403436012	-0.000236416468876399	0.181200525306459	0.246651216098834	-0.076529635899063	-0.130086197214857	0.186213104560167	0.179672871556185	-0.0474155976608879	0.0149381627567822	0.0613382729613923	0.10084088121971
G8	0.351900893144432	0.181033476940624	0.373311885015399	-0.0835372558212839	0.345042536109585	0.253965968573428	0.375538996013335	0.0938681907648595	4.08860702026425	0.115332540474462	0.187451145888685	0.104532893282842	0.155110511995637	0.131485386478635	0.176539862674004	0.150151602002368	-0.0283430309509498	0.0351331368008063	0.199177404364938	0.0998925561176733	0.425718550723646	0.0855657828003826	0.12360817801337	0.0669764056318813	0.15970467434133	0.204069224646486	0.104916335812955	0.0846544494665729	0.000179431210534986	0.321025413445338	0.130692367882197	0.103592744297036	0.137700315012445	0.117920201545463	0.0843535219207503	0.0815366671304094	0.0964075265108786	0.144764311258061	0.0786525954892152	0.128911014675674	0.0673280227293764	0.0644155058423204	0.0271718250558699	0.225476404395328	0.137670106079974	-0.040923580598772	0.129069379977359	0.080785258380768	0.0488147279405569	0.167851713385123	0.111741462080538	0.157338049104682	0.0704707536612172	0.0174569879251925	0.0518348632747179	0.23020224859861	0.045419774967363	0.0737873160580484	0.0643937817057934	0.137100276601807	0.278765572216223	0.0419754739035376	0.252047918437738	0.0138082612749457	0.292806835516422	0.00101171974340009	0.13079275419436	-0.0123187922321666	-0.0144219675687616	0.272968238295125	0.0400027751227388	0.0558262983996745	0.254165515388127	-0.00385700454635085	-0.0253469334132612	0.462227508407485	0.0276137275462496	0.0678264294256703	0.258241969643811	-0.0351423203829055	0.0266705675007417	-0.0536656324016125	0.223058321710653	0.0815085833078726	0.0139012282702007	0.133755993416717	0.105415461656809	0.2192375442724	0.208742758712239	0.356517769561378	0.193369668972962	0.107904695110896	0.0880074041809751	0.0845885494596414	-0.00187694527557714	0.1836121057865	0.115464366187424	0.0951085138662551	0.135502294935679	0.0707204543807309	0.0442104709883857
G9	0.108970356782705	0.0735966313314318	0.0683195473574907	0.0744108642971826	0.0578869292928372	0.140985183435663	0.22905742054275	0.0566713307168047	0.115332540474459	4.08860702026425	0.134917431671989	0.331840513492869	0.285925154964692	0.425791261401946	0.2769654688268	0.274136555743356	0.140232168328048	0.0480623072964628	0.0838699147222046	0.0791470328402095	0.0782693693800622	-0.00330400246529816	0.0481775004426614	0.00418990923754592	0.0541638662311019	0.03092159244631	0.158638824570277	0.0555391815533648	-0.00481722381196636	0.308904516642391	0.0643519551550007	0.157199253921938	0.411851002598144	0.18530447945894	0.0948692951521863	0.171612577618395	0.0485010257030583	-0.0447386439958875	0.122944500443766	0.0599296040713231	-0.010732313317968	0.1002730359037	0.134037580404113	0.126235005542318	0.0406675551501152	-0.0726028818456905	0.157784332737932	0.0535577915283731	0.149033332851946	0.137517520031419	0.0803696167409402	0.268445158179937	0.0233834199815686	0.407099161869981	0.246288512524033	0.131440303131797	0.02074459827866	0.00344826759534289	0.092567766849994	0.221483222959164	0.132370854047637	0.155316003075291	0.193558023761946	-0.0535566533196743	0.0767769387746142	0.0429839893084596	0.100453481047779	0.0582607207657313	0.0855969077360914	0.0179520870858836	0.0404203353812376	-0.0695820334203168	0.0355684944476158	0.00762165506065937	0.104981054298399	0.179241821511663	0.00806399917989165	0.0801961450320618	0.269211459855597	0.0054457889299373	0.254053453549735	0.0220163599488767	0.0921742137389696	0.292247314107509	0.0136237866759847	0.0956735214313031	0.293458344920821	0.13564109616021	0.0433631966595671	0.149525066626725	0.0341587256503804	-0.0044990109473142	0.119101118016625	0.0736815666600892	0.011228204357109	0.243845576485366	0.11605187334261	0.140495422768918	0.197786724648742	0.126606328155829	0.349770783206776
